NM_MUNICIPIO,NR_VOTAVEL,NM_VOTAVEL,QT_VOTOS
ITARARÉ,44,SORAYA VIEIRA THRONICKE,150
VENÂNCIO AIRES,44,SORAYA VIEIRA THRONICKE,166
CHARQUEADAS,44,SORAYA VIEIRA THRONICKE,76
PALMARES PAULISTA,44,SORAYA VIEIRA THRONICKE,26
ITIRAPINA,44,SORAYA VIEIRA THRONICKE,32
GUARIBA,44,SORAYA VIEIRA THRONICKE,82
FORMOSA,44,SORAYA VIEIRA THRONICKE,440
FERNANDES PINHEIRO,44,SORAYA VIEIRA THRONICKE,23
SANCLERLÂNDIA,44,SORAYA VIEIRA THRONICKE,34
OURINHOS,44,SORAYA VIEIRA THRONICKE,261
CONSELHEIRO LAFAIETE,44,SORAYA VIEIRA THRONICKE,292
JUQUITIBA,44,SORAYA VIEIRA THRONICKE,116
SANTO ÂNGELO,44,SORAYA VIEIRA THRONICKE,136
SENHOR DO BONFIM,44,SORAYA VIEIRA THRONICKE,342
BRASILÂNDIA DE MINAS,44,SORAYA VIEIRA THRONICKE,9
CLARO DOS POÇÕES,44,SORAYA VIEIRA THRONICKE,11
SANTO ANTÔNIO DA BARRA,44,SORAYA VIEIRA THRONICKE,17
CAIEIRAS,44,SORAYA VIEIRA THRONICKE,314
RIO DAS PEDRAS,44,SORAYA VIEIRA THRONICKE,131
SÃO CARLOS,44,SORAYA VIEIRA THRONICKE,902
UMUARAMA,44,SORAYA VIEIRA THRONICKE,219
SABINÓPOLIS,44,SORAYA VIEIRA THRONICKE,15
CARUARU,44,SORAYA VIEIRA THRONICKE,585
PALMARES,44,SORAYA VIEIRA THRONICKE,148
TAMBAÚ,44,SORAYA VIEIRA THRONICKE,77
NAZÁRIO,44,SORAYA VIEIRA THRONICKE,51
ARARAS,44,SORAYA VIEIRA THRONICKE,502
JUQUIÁ,44,SORAYA VIEIRA THRONICKE,62
IPATINGA,44,SORAYA VIEIRA THRONICKE,436
MIGUEL CALMON,44,SORAYA VIEIRA THRONICKE,110
