NM_MUNICIPIO,NR_VOTAVEL,NM_VOTAVEL,QT_VOTOS
JAPERI,30,LUIZ FELIPE CHAVES D AVILA,114
COLATINA,30,LUIZ FELIPE CHAVES D AVILA,247
PRESIDENTE FIGUEIREDO,30,LUIZ FELIPE CHAVES D AVILA,35
MAFRA,30,LUIZ FELIPE CHAVES D AVILA,258
ITABORAÍ,30,LUIZ FELIPE CHAVES D AVILA,333
MOGI DAS CRUZES,30,LUIZ FELIPE CHAVES D AVILA,2020
RIO DO SUL,30,LUIZ FELIPE CHAVES D AVILA,556
ITAPETINGA,30,LUIZ FELIPE CHAVES D AVILA,51
UBERLÂNDIA,30,LUIZ FELIPE CHAVES D AVILA,3740
CASCAVEL,30,LUIZ FELIPE CHAVES D AVILA,1285
XANXERÊ,30,LUIZ FELIPE CHAVES D AVILA,185
MACEIÓ,30,LUIZ FELIPE CHAVES D AVILA,1438
SÃO SEBASTIÃO DO OESTE,30,LUIZ FELIPE CHAVES D AVILA,44
MINEIROS DO TIETÊ,30,LUIZ FELIPE CHAVES D AVILA,28
LARANJEIRAS DO SUL,30,LUIZ FELIPE CHAVES D AVILA,50
PETRÓPOLIS,30,LUIZ FELIPE CHAVES D AVILA,1315
CAÇADOR,30,LUIZ FELIPE CHAVES D AVILA,351
CORONEL XAVIER CHAVES,30,LUIZ FELIPE CHAVES D AVILA,15
CARUARU,30,LUIZ FELIPE CHAVES D AVILA,467
EMBU-GUAÇU,30,LUIZ FELIPE CHAVES D AVILA,214
SANTA TEREZINHA DE ITAIPU,30,LUIZ FELIPE CHAVES D AVILA,31
SÃO JOSÉ DO RIO PRETO,30,LUIZ FELIPE CHAVES D AVILA,1800
ARAÇATUBA,30,LUIZ FELIPE CHAVES D AVILA,597
DIVINOLÂNDIA,30,LUIZ FELIPE CHAVES D AVILA,12
GONÇALVES DIAS,30,LUIZ FELIPE CHAVES D AVILA,10
SANTA BÁRBARA,30,LUIZ FELIPE CHAVES D AVILA,150
FERRAZ DE VASCONCELOS,30,LUIZ FELIPE CHAVES D AVILA,392
FORMOSA DO RIO PRETO,30,LUIZ FELIPE CHAVES D AVILA,13
PRESIDENTE PRUDENTE,30,LUIZ FELIPE CHAVES D AVILA,639
ITAPEVI,30,LUIZ FELIPE CHAVES D AVILA,552
SANTA MÔNICA,30,LUIZ FELIPE CHAVES D AVILA,2
JOAÇABA,30,LUIZ FELIPE CHAVES D AVILA,164
BREJO GRANDE DO ARAGUAIA,30,LUIZ FELIPE CHAVES D AVILA,5
MAUÁ,30,LUIZ FELIPE CHAVES D AVILA,1354
PRAIA GRANDE,30,LUIZ FELIPE CHAVES D AVILA,952
GUARULHOS,30,LUIZ FELIPE CHAVES D AVILA,4470
MOGI GUAÇU,30,LUIZ FELIPE CHAVES D AVILA,443
CAMPO BOM,30,LUIZ FELIPE CHAVES D AVILA,328
CACHOEIRAS DE MACACU,30,LUIZ FELIPE CHAVES D AVILA,66
MANGARATIBA,30,LUIZ FELIPE CHAVES D AVILA,77
BRAGANÇA,30,LUIZ FELIPE CHAVES D AVILA,62
NOVO HAMBURGO,30,LUIZ FELIPE CHAVES D AVILA,1242
SAPUCAIA DO SUL,30,LUIZ FELIPE CHAVES D AVILA,476
SANTANA,30,LUIZ FELIPE CHAVES D AVILA,167
RIO LARGO,30,LUIZ FELIPE CHAVES D AVILA,63
CAMPESTRE DO MARANHÃO,30,LUIZ FELIPE CHAVES D AVILA,5
PALMAS,30,LUIZ FELIPE CHAVES D AVILA,546
CONCEIÇÃO DE MACABU,30,LUIZ FELIPE CHAVES D AVILA,30
CORUMBÁ,30,LUIZ FELIPE CHAVES D AVILA,110
IMPERATRIZ,30,LUIZ FELIPE CHAVES D AVILA,367
ARAGUARI,30,LUIZ FELIPE CHAVES D AVILA,422
ANGRA DOS REIS,30,LUIZ FELIPE CHAVES D AVILA,241
SANTO AMARO DA IMPERATRIZ,30,LUIZ FELIPE CHAVES D AVILA,232
PATO BRANCO,30,LUIZ FELIPE CHAVES D AVILA,332
NAVEGANTES,30,LUIZ FELIPE CHAVES D AVILA,289
GOVERNADOR EDISON LOBÃO,30,LUIZ FELIPE CHAVES D AVILA,6
MIGUELÓPOLIS,30,LUIZ FELIPE CHAVES D AVILA,33
PRESIDENTE GETÚLIO,30,LUIZ FELIPE CHAVES D AVILA,77
PARINTINS,30,LUIZ FELIPE CHAVES D AVILA,56
ANÍSIO DE ABREU,30,LUIZ FELIPE CHAVES D AVILA,2
COCAL DO SUL,30,LUIZ FELIPE CHAVES D AVILA,179
CIDADE OCIDENTAL,30,LUIZ FELIPE CHAVES D AVILA,114
SETE LAGOAS,30,LUIZ FELIPE CHAVES D AVILA,1106
SÃO BENTO,30,LUIZ FELIPE CHAVES D AVILA,50
SÃO JOSÉ DOS CAMPOS,30,LUIZ FELIPE CHAVES D AVILA,4513
PESQUEIRA,30,LUIZ FELIPE CHAVES D AVILA,41
RONDONÓPOLIS,30,LUIZ FELIPE CHAVES D AVILA,343
SÃO LEOPOLDO,30,LUIZ FELIPE CHAVES D AVILA,899
GRAMADO,30,LUIZ FELIPE CHAVES D AVILA,200
TAMARANA,30,LUIZ FELIPE CHAVES D AVILA,11
JOÃO MONLEVADE,30,LUIZ FELIPE CHAVES D AVILA,374
COARI,30,LUIZ FELIPE CHAVES D AVILA,28
